observation_id,timestamp,simulation_time_sec,train_id,route_id,data_source,data_quality_status,latitude,longitude,current_position_km,current_speed_kmph,current_speed_mps,target_speed_kmph,current_acceleration_mps2,braking_distance_m,section_speed_limit_kmph,restriction_speed_kmph,approach_speed_kmph,current_section_id,current_station_id,previous_station_id,next_station_id,distance_to_next_station_km,distance_to_destination_km,movement_state,station_event,actual_arrival_time,actual_departure_time,actual_dwell_min,current_delay_min,arrival_delay_min,departure_delay_min,signal_state,congestion_level,fog_active,fog_visibility_km,unscheduled_halt,active_event_ids
OBS_000044,7:06:30,1290,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.738122,77.49693,35.575,114,31.67,114,0,835.6,120,,762.4,SEC_GZB_MTC,,GZB,MTC,36.425,278.425,CRUISING,,,,,-16.68,,,GREEN,NONE,FALSE,,FALSE,
OBS_000045,7:07:00,1320,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.744431,77.502242,36.525,114,31.67,114,0,835.6,120,,752.65,SEC_GZB_MTC,,GZB,MTC,35.475,277.475,CRUISING,,,,,-17.2,,,GREEN,NONE,FALSE,,FALSE,
OBS_000046,7:07:30,1350,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.750739,77.507554,37.475,114,31.67,114,0,835.6,120,,742.77,SEC_GZB_MTC,,GZB,MTC,34.525,276.525,CRUISING,,,,,-17.72,,,GREEN,NONE,FALSE,,FALSE,
OBS_000047,7:08:00,1380,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.757048,77.512866,38.425,114,31.67,114,0,835.6,120,,732.76,SEC_GZB_MTC,,GZB,MTC,33.575,275.575,CRUISING,,,,,-18.24,,,GREEN,NONE,FALSE,,FALSE,
OBS_000048,7:08:30,1410,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.763356,77.518178,39.375,114,31.67,114,0,835.6,120,,722.61,SEC_GZB_MTC,,GZB,MTC,32.625,274.625,CRUISING,,,,,-18.76,,,GREEN,NONE,FALSE,,FALSE,
OBS_000049,7:09:00,1440,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.769665,77.52349,40.325,114,31.67,114,0,835.6,120,,712.31,SEC_GZB_MTC,,GZB,MTC,31.675,273.675,CRUISING,,,,,-19.28,,,GREEN,NONE,FALSE,,FALSE,
OBS_000050,7:09:30,1470,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.775973,77.528801,41.275,114,31.67,114,0,835.6,120,,701.86,SEC_GZB_MTC,,GZB,MTC,30.725,272.725,CRUISING,,,,,-19.8,,,GREEN,NONE,FALSE,,FALSE,
OBS_000051,7:10:00,1500,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.782281,77.534113,42.225,114,31.67,114,0,835.6,120,,691.26,SEC_GZB_MTC,,GZB,MTC,29.775,271.775,CRUISING,,,,,-20.32,,,GREEN,NONE,FALSE,,FALSE,
OBS_000052,7:10:30,1530,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.78859,77.539425,43.175,114,31.67,114,0,835.6,120,,680.49,SEC_GZB_MTC,,GZB,MTC,28.825,270.825,CRUISING,,,,,-20.84,,,GREEN,NONE,FALSE,,FALSE,
OBS_000053,7:11:00,1560,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.794898,77.544737,44.125,114,31.67,114,0,835.6,120,,669.54,SEC_GZB_MTC,,GZB,MTC,27.875,269.875,CRUISING,,,,,-21.36,,,GREEN,NONE,FALSE,,FALSE,
OBS_000054,7:11:30,1590,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.801207,77.550049,45.075,114,31.67,114,0,835.6,120,,658.42,SEC_GZB_MTC,,GZB,MTC,26.925,268.925,CRUISING,,,,,-21.88,,,GREEN,NONE,FALSE,,FALSE,
OBS_000055,7:12:00,1620,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.807515,77.555361,46.025,114,31.67,114,0,835.6,120,,647.1,SEC_GZB_MTC,,GZB,MTC,25.975,267.975,CRUISING,,,,,-22.4,,,GREEN,NONE,FALSE,,FALSE,
OBS_000056,7:12:30,1650,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.813823,77.560673,46.975,114,31.67,114,0,835.6,120,,635.58,SEC_GZB_MTC,,GZB,MTC,25.025,267.025,CRUISING,,,,,-22.92,,,GREEN,NONE,FALSE,,FALSE,
OBS_000057,7:13:00,1680,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.820132,77.565985,47.925,114,31.67,114,0,835.6,120,,623.85,SEC_GZB_MTC,,GZB,MTC,24.075,266.075,CRUISING,,,,,-23.44,,,GREEN,NONE,FALSE,,FALSE,
OBS_000058,7:13:30,1710,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.82644,77.571297,48.875,114,31.67,114,0,835.6,120,,611.89,SEC_GZB_MTC,,GZB,MTC,23.125,265.125,CRUISING,,,,,-23.96,,,GREEN,NONE,FALSE,,FALSE,
OBS_000059,7:14:00,1740,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.832749,77.576609,49.825,114,31.67,114,0,835.6,120,,599.7,SEC_GZB_MTC,,GZB,MTC,22.175,264.175,CRUISING,,,,,-24.47,,,GREEN,NONE,FALSE,,FALSE,
OBS_000060,7:14:30,1770,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.839057,77.581921,50.775,114,31.67,114,0,835.6,120,,587.25,SEC_GZB_MTC,,GZB,MTC,21.225,263.225,CRUISING,,,,,-24.99,,,GREEN,NONE,FALSE,,FALSE,
OBS_000061,7:15:00,1800,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.845365,77.587233,51.725,114,31.67,114,0,835.6,120,,574.54,SEC_GZB_MTC,,GZB,MTC,20.275,262.275,CRUISING,,,,,-25.51,,,GREEN,NONE,FALSE,,FALSE,
OBS_000062,7:15:30,1830,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.851674,77.592544,52.675,114,31.67,114,0,835.6,120,,561.53,SEC_GZB_MTC,,GZB,MTC,19.325,261.325,CRUISING,,,,,-26.03,,,GREEN,NONE,FALSE,,FALSE,
OBS_000063,7:16:00,1860,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.857982,77.597856,53.625,114,31.67,114,0,835.6,120,,548.22,SEC_GZB_MTC,,GZB,MTC,18.375,260.375,CRUISING,,,,,-26.55,,,GREEN,NONE,FALSE,,FALSE,
OBS_000064,7:16:30,1890,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.864291,77.603168,54.575,114,31.67,114,0,835.6,120,,534.57,SEC_GZB_MTC,,GZB,MTC,17.425,259.425,CRUISING,,,,,-27.07,,,GREEN,NONE,FALSE,,FALSE,
OBS_000065,7:17:00,1920,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.870599,77.60848,55.525,114,31.67,114,0,835.6,120,,520.57,SEC_GZB_MTC,,GZB,MTC,16.475,258.475,CRUISING,,,,,-27.59,,,GREEN,NONE,FALSE,,FALSE,
OBS_000066,7:17:30,1950,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.876907,77.613792,56.475,114,31.67,114,0,835.6,120,,506.18,SEC_GZB_MTC,,GZB,MTC,15.525,257.525,CRUISING,,,,,-28.11,,,GREEN,NONE,FALSE,,FALSE,
OBS_000067,7:18:00,1980,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.883216,77.619104,57.425,114,31.67,114,0,835.6,120,,491.37,SEC_GZB_MTC,,GZB,MTC,14.575,256.575,CRUISING,,,,,-28.63,,,GREEN,NONE,FALSE,,FALSE,
OBS_000068,7:18:30,2010,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.889524,77.624416,58.375,114,31.67,114,0,835.6,120,,476.1,SEC_GZB_MTC,,GZB,MTC,13.625,255.625,CRUISING,,,,,-29.15,,,GREEN,NONE,FALSE,,FALSE,
OBS_000069,7:19:00,2040,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.895833,77.629728,59.325,114,31.67,114,0,835.6,120,,460.32,SEC_GZB_MTC,,GZB,MTC,12.675,254.675,CRUISING,,,,,-29.67,,,GREEN,NONE,FALSE,,FALSE,
OBS_000070,7:19:30,2070,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.902141,77.63504,60.275,114,31.67,114,0,835.6,120,,443.98,SEC_GZB_MTC,,GZB,MTC,11.725,253.725,CRUISING,,,,,-30.19,,,GREEN,NONE,FALSE,,FALSE,
OBS_000071,7:20:00,2100,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.908449,77.640352,61.225,114,31.67,114,0,835.6,120,,427.02,SEC_GZB_MTC,,GZB,MTC,10.775,252.775,CRUISING,,,,,-30.71,,,GREEN,NONE,FALSE,,FALSE,
OBS_000072,7:20:30,2130,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.914758,77.645664,62.175,114,31.67,114,0,835.6,120,,409.36,SEC_GZB_MTC,,GZB,MTC,9.825,251.825,CRUISING,,,,,-31.23,,,GREEN,NONE,FALSE,,FALSE,
OBS_000073,7:21:00,2160,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.921066,77.650976,63.125,114,31.67,114,0,835.6,120,,390.89,SEC_GZB_MTC,,GZB,MTC,8.875,250.875,CRUISING,,,,,-31.75,,,GREEN,NONE,FALSE,,FALSE,
OBS_000074,7:21:30,2190,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.927375,77.656287,64.075,114,31.67,114,0,835.6,120,,371.52,SEC_GZB_MTC,,GZB,MTC,7.925,249.925,CRUISING,,,,,-32.27,,,GREEN,NONE,FALSE,,FALSE,
OBS_000075,7:22:00,2220,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.933683,77.661599,65.025,114,31.67,114,0,835.6,120,,351.07,SEC_GZB_MTC,,GZB,MTC,6.975,248.975,CRUISING,,,,,-32.79,,,GREEN,NONE,FALSE,,FALSE,
OBS_000076,7:22:30,2250,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.939991,77.666911,65.975,114,31.67,114,0,835.6,120,,329.36,SEC_GZB_MTC,,GZB,MTC,6.025,248.025,CRUISING,,,,,-33.31,,,GREEN,NONE,FALSE,,FALSE,
OBS_000077,7:23:00,2280,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.9463,77.672223,66.925,114,31.67,114,0,835.6,120,,306.11,SEC_GZB_MTC,,GZB,MTC,5.075,247.075,CRUISING,,,,,-33.83,,,GREEN,NONE,FALSE,,FALSE,
OBS_000078,7:23:30,2310,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.952608,77.677535,67.875,114,31.67,114,0,835.6,120,,280.94,SEC_GZB_MTC,,GZB,MTC,4.125,246.125,CRUISING,,,,,-34.35,,,GREEN,NONE,FALSE,,FALSE,
OBS_000079,7:24:00,2340,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.958917,77.682847,68.825,114,31.67,114,0,835.6,120,,253.28,SEC_GZB_MTC,,GZB,MTC,3.175,245.175,CRUISING,,,,,-34.87,,,GREEN,NONE,FALSE,,FALSE,
OBS_000080,7:24:30,2370,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.965225,77.688159,69.775,114,31.67,114,0,835.6,120,,222.21,SEC_GZB_MTC,,GZB,MTC,2.225,244.225,CRUISING,,,,,-35.39,,,GREEN,NONE,FALSE,,FALSE,
OBS_000081,7:25:00,2400,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.971533,77.693471,70.725,114,31.67,114,0,835.6,120,,186.02,SEC_GZB_MTC,,GZB,MTC,1.275,243.275,CRUISING,,,,,-35.91,,,GREEN,NONE,FALSE,,FALSE,
OBS_000082,7:25:30,2430,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.977842,77.698783,71.675,114,31.67,114,0,835.6,120,,140.81,SEC_GZB_MTC,,GZB,MTC,0.325,242.325,CRUISING,,,,,-36.43,,,GREEN,NONE,FALSE,,FALSE,
OBS_000083,7:26:00,2460,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.978772,77.699566,71.815,49.2,13.67,71.09,-0.6,155.6,120,,71.09,SEC_GZB_MTC,,GZB,MTC,0.185,242.185,DECELERATING,,,,,-36.08,,,GREEN,NONE,FALSE,,FALSE,
OBS_000084,7:26:30,2490,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72,0,0,53.64,0,0,120,,53.64,SEC_GZB_MTC,MTC,MTC,MOZ,56,242,DWELLING,ARRIVED,7:26:30,,,-35.77,-28.5,,GREEN,NONE,FALSE,,FALSE,
