observation_id,timestamp,simulation_time_sec,train_id,route_id,data_source,data_quality_status,latitude,longitude,current_position_km,current_speed_kmph,current_speed_mps,target_speed_kmph,current_acceleration_mps2,braking_distance_m,section_speed_limit_kmph,restriction_speed_kmph,approach_speed_kmph,current_section_id,current_station_id,previous_station_id,next_station_id,distance_to_next_station_km,distance_to_destination_km,movement_state,station_event,actual_arrival_time,actual_departure_time,actual_dwell_min,current_delay_min,arrival_delay_min,departure_delay_min,signal_state,congestion_level,fog_active,fog_visibility_km,unscheduled_halt,active_event_ids
OBS_000051,07:10:00,1500.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.782281,77.534113,42.225,114.0,31.67,114.0,0.0,835.6,120,,691.26,SEC_GZB_MTC,,GZB,MTC,29.775,271.775,CRUISING,,,,,-20.32,,,GREEN,NONE,False,,False,
OBS_000052,07:10:30,1530.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.78859,77.539425,43.175,114.0,31.67,114.0,0.0,835.6,120,,680.49,SEC_GZB_MTC,,GZB,MTC,28.825,270.825,CRUISING,,,,,-20.84,,,GREEN,NONE,False,,False,
OBS_000053,07:11:00,1560.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.794898,77.544737,44.125,114.0,31.67,114.0,0.0,835.6,120,,669.54,SEC_GZB_MTC,,GZB,MTC,27.875,269.875,CRUISING,,,,,-21.36,,,GREEN,NONE,False,,False,
OBS_000054,07:11:30,1590.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.801207,77.550049,45.075,114.0,31.67,114.0,0.0,835.6,120,,658.42,SEC_GZB_MTC,,GZB,MTC,26.925,268.925,CRUISING,,,,,-21.88,,,GREEN,NONE,False,,False,
OBS_000055,07:12:00,1620.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.807515,77.555361,46.025,114.0,31.67,114.0,0.0,835.6,120,,647.1,SEC_GZB_MTC,,GZB,MTC,25.975,267.975,CRUISING,,,,,-22.4,,,GREEN,NONE,False,,False,
OBS_000056,07:12:30,1650.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.813823,77.560673,46.975,114.0,31.67,114.0,0.0,835.6,120,,635.58,SEC_GZB_MTC,,GZB,MTC,25.025,267.025,CRUISING,,,,,-22.92,,,GREEN,NONE,False,,False,
OBS_000057,07:13:00,1680.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.820132,77.565985,47.925,114.0,31.67,114.0,0.0,835.6,120,,623.85,SEC_GZB_MTC,,GZB,MTC,24.075,266.075,CRUISING,,,,,-23.44,,,GREEN,NONE,False,,False,
OBS_000058,07:13:30,1710.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.82644,77.571297,48.875,114.0,31.67,114.0,0.0,835.6,120,,611.89,SEC_GZB_MTC,,GZB,MTC,23.125,265.125,CRUISING,,,,,-23.96,,,GREEN,NONE,False,,False,
OBS_000059,07:14:00,1740.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.832749,77.576609,49.825,114.0,31.67,114.0,0.0,835.6,120,,599.7,SEC_GZB_MTC,,GZB,MTC,22.175,264.175,CRUISING,,,,,-24.47,,,GREEN,NONE,False,,False,
OBS_000060,07:14:30,1770.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.839057,77.581921,50.775,114.0,31.67,114.0,0.0,835.6,120,,587.25,SEC_GZB_MTC,,GZB,MTC,21.225,263.225,CRUISING,,,,,-24.99,,,GREEN,NONE,False,,False,
OBS_000061,07:15:00,1800.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.839987,77.582703,50.915,49.2,13.67,50.0,-0.6,155.6,120,50.0,574.54,SEC_GZB_MTC,,GZB,MTC,21.085,263.085,DECELERATING,,,,,-24.64,,,GREEN,NONE,False,,False,EVT_001
OBS_000062,07:15:30,1830.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.842709,77.584996,51.325,49.2,13.67,50.0,0.0,155.6,120,50.0,572.64,SEC_GZB_MTC,,GZB,MTC,20.675,262.675,CRUISING,,,,,-24.58,,,GREEN,NONE,False,,False,EVT_001
OBS_000063,07:16:00,1860.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.845432,77.587288,51.735,49.2,13.67,50.0,0.0,155.6,120,50.0,567.04,SEC_GZB_MTC,,GZB,MTC,20.265,262.265,CRUISING,,,,,-24.52,,,GREEN,NONE,False,,False,EVT_001
OBS_000064,07:16:30,1890.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.848154,77.589581,52.145,49.2,13.67,50.0,0.0,155.6,120,50.0,561.39,SEC_GZB_MTC,,GZB,MTC,19.855,261.855,CRUISING,,,,,-24.46,,,GREEN,NONE,False,,False,EVT_001
OBS_000065,07:17:00,1920.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.850877,77.591873,52.555,49.2,13.67,50.0,0.0,155.6,120,50.0,555.68,SEC_GZB_MTC,,GZB,MTC,19.445,261.445,CRUISING,,,,,-24.4,,,GREEN,NONE,False,,False,EVT_001
OBS_000066,07:17:30,1950.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.8536,77.594166,52.965,49.2,13.67,50.0,0.0,155.6,120,50.0,549.92,SEC_GZB_MTC,,GZB,MTC,19.035,261.035,CRUISING,,,,,-24.34,,,GREEN,NONE,False,,False,EVT_001
OBS_000067,07:18:00,1980.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.856322,77.596459,53.375,49.2,13.67,50.0,0.0,155.6,120,50.0,544.09,SEC_GZB_MTC,,GZB,MTC,18.625,260.625,CRUISING,,,,,-24.28,,,GREEN,NONE,False,,False,EVT_001
OBS_000068,07:18:30,2010.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.859045,77.598751,53.785,49.2,13.67,50.0,0.0,155.6,120,50.0,538.2,SEC_GZB_MTC,,GZB,MTC,18.215,260.215,CRUISING,,,,,-24.22,,,GREEN,NONE,False,,False,EVT_001
OBS_000069,07:19:00,2040.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.861767,77.601044,54.195,49.2,13.67,50.0,0.0,155.6,120,50.0,532.24,SEC_GZB_MTC,,GZB,MTC,17.805,259.805,CRUISING,,,,,-24.16,,,GREEN,NONE,False,,False,EVT_001
OBS_000070,07:19:30,2070.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.86449,77.603336,54.605,49.2,13.67,50.0,0.0,155.6,120,50.0,526.22,SEC_GZB_MTC,,GZB,MTC,17.395,259.395,CRUISING,,,,,-24.1,,,GREEN,NONE,False,,False,EVT_001
OBS_000071,07:20:00,2100.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.867212,77.605629,55.015,49.2,13.67,50.0,0.0,155.6,120,50.0,520.12,SEC_GZB_MTC,,GZB,MTC,16.985,258.985,CRUISING,,,,,-24.04,,,GREEN,NONE,False,,False,EVT_001
OBS_000072,07:20:30,2130.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.869935,77.607921,55.425,49.2,13.67,50.0,0.0,155.6,120,50.0,513.96,SEC_GZB_MTC,,GZB,MTC,16.575,258.575,CRUISING,,,,,-23.98,,,GREEN,NONE,False,,False,EVT_001
OBS_000073,07:21:00,2160.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.872658,77.610214,55.835,49.2,13.67,50.0,0.0,155.6,120,50.0,507.71,SEC_GZB_MTC,,GZB,MTC,16.165,258.165,CRUISING,,,,,-23.92,,,GREEN,NONE,False,,False,EVT_001
OBS_000074,07:21:30,2190.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.87538,77.612506,56.245,49.2,13.67,50.0,0.0,155.6,120,50.0,501.4,SEC_GZB_MTC,,GZB,MTC,15.755,257.755,CRUISING,,,,,-23.86,,,GREEN,NONE,False,,False,EVT_001
OBS_000075,07:22:00,2220.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.878103,77.614799,56.655,49.2,13.67,50.0,0.0,155.6,120,50.0,495.0,SEC_GZB_MTC,,GZB,MTC,15.345,257.345,CRUISING,,,,,-23.8,,,GREEN,NONE,False,,False,EVT_001
OBS_000076,07:22:30,2250.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.880825,77.617091,57.065,49.2,13.67,50.0,0.0,155.6,120,50.0,488.51,SEC_GZB_MTC,,GZB,MTC,14.935,256.935,CRUISING,,,,,-23.74,,,GREEN,NONE,False,,False,EVT_001
OBS_000077,07:23:00,2280.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.883548,77.619384,57.475,49.2,13.67,50.0,0.0,155.6,120,50.0,481.94,SEC_GZB_MTC,,GZB,MTC,14.525,256.525,CRUISING,,,,,-23.68,,,GREEN,NONE,False,,False,EVT_001
OBS_000078,07:23:30,2310.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.88627,77.621676,57.885,49.2,13.67,50.0,0.0,155.6,120,50.0,475.28,SEC_GZB_MTC,,GZB,MTC,14.115,256.115,CRUISING,,,,,-23.62,,,GREEN,NONE,False,,False,EVT_001
OBS_000079,07:24:00,2340.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.888993,77.623969,58.295,49.2,13.67,50.0,0.0,155.6,120,50.0,468.53,SEC_GZB_MTC,,GZB,MTC,13.705,255.705,CRUISING,,,,,-23.57,,,GREEN,NONE,False,,False,EVT_001
OBS_000080,07:24:30,2370.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.891716,77.626261,58.705,49.2,13.67,50.0,0.0,155.6,120,50.0,461.67,SEC_GZB_MTC,,GZB,MTC,13.295,255.295,CRUISING,,,,,-23.51,,,GREEN,NONE,False,,False,EVT_001
OBS_000081,07:25:00,2400.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.894438,77.628554,59.115,49.2,13.67,50.0,0.0,155.6,120,50.0,454.71,SEC_GZB_MTC,,GZB,MTC,12.885,254.885,CRUISING,,,,,-23.45,,,GREEN,NONE,False,,False,EVT_001
OBS_000082,07:25:30,2430.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.897161,77.630846,59.525,49.2,13.67,50.0,0.0,155.6,120,50.0,447.65,SEC_GZB_MTC,,GZB,MTC,12.475,254.475,CRUISING,,,,,-23.39,,,GREEN,NONE,False,,False,EVT_001
